par,v0,val
eta_IBEX/NSEI,0.04083500599091877,0.08475282304331291
eta_IBEX/RUT,-0.07054895805563098,0.03322949431071904
eta_IBEX/SPX,-0.08564929247725031,-0.030360234920893393
eta_IBEX/SSEC,0.00362127984349346,-0.11684612223769558
eta_IBEX/SSMI,-0.022020237310428674,0.025148724378037723
eta_IBEX/STOXX50E,0.007362158295451636,0.008352913739108618
eta_IXIC/KS11,0.06022351780672431,0.04851199357792122
eta_IXIC/KSE,0.008426286320234691,-0.00110156300059076
eta_IXIC/MXX,0.034128069686786375,-0.0031969956933233985
eta_IXIC/N225,0.12919069630478874,0.11129091678855751
eta_IXIC/NSEI,0.10458956693565222,0.04788065719644779
eta_IXIC/RUT,-0.013448821444480515,0.041859807349518774
eta_IXIC/SPX,0.020405420749407734,0.0255213288417389
eta_IXIC/SSEC,0.017740462821791866,-0.1470067918884956
eta_IXIC/SSMI,0.08585366558266687,0.058364598382005674
eta_IXIC/STOXX50E,0.10952659641712245,0.034662593598528246
eta_KS11/KSE,0.00696999531288412,0.18431291608081068
eta_KS11/MXX,-0.024327300934403873,0.08073884500106089
eta_KS11/N225,0.03651605200174775,0.28534382597995
eta_KS11/NSEI,0.008773400547103802,-0.05010752958256001
eta_KS11/RUT,-0.06070884978995062,0.09272583900335975
eta_KS11/SPX,-0.03790805524836827,-0.03120270080301987
eta_KS11/SSEC,-0.03141332115465013,0.04968109436382512
eta_KS11/SSMI,-0.027229169966527047,0.13140156019549584
eta_KS11/STOXX50E,-0.0159117469010475,0.001222383967629727
eta_KSE/MXX,0.01262475191170629,-0.00449568429413079
eta_KSE/N225,9.334439612045161e-4,0.05973622614495981
eta_KSE/NSEI,-0.003550821240250405,-0.08732360074098898
eta_KSE/RUT,-0.0185378723749942,0.076565009368288
eta_KSE/SPX,-0.0035265998877118438,4.282636167492708e-4
eta_KSE/SSEC,-0.01061888006163312,0.12252308629791428
eta_KSE/SSMI,0.015450357663956636,0.02766947844492184
eta_KSE/STOXX50E,0.030202282608479427,0.05162768880437349
eta_MXX/N225,0.051743316779633876,0.09378160917985809
eta_MXX/NSEI,0.06296205657040817,-0.04552918197740862
eta_MXX/RUT,-0.04564784512389209,0.01848281249083096
eta_MXX/SPX,-0.035173953379246746,-0.004672670860403734
eta_MXX/SSEC,-0.0021984287565290548,-0.09831835130076487
eta_MXX/SSMI,0.037623480897102705,0.036791087534744714
eta_MXX/STOXX50E,0.03288892410912772,0.019595798668554532
eta_N225/NSEI,-0.0043553882352491725,-0.07351177048953773
eta_N225/RUT,-0.09506244123077046,-0.003201260704228162
eta_N225/SPX,-0.12376871085628666,-0.11619183345610029
eta_N225/SSEC,-0.023281360151937595,-0.08757536425674262
eta_N225/SSMI,-0.08300804008778144,-0.04141743650572523
eta_N225/STOXX50E,-0.0736446544098681,-0.08985386865451926
eta_NSEI/RUT,-0.07906013647240141,0.06681959152151352
eta_NSEI/SPX,-0.08443056614239443,0.002094397617371919
eta_NSEI/SSEC,-0.012809526872602223,0.20968341072936997
eta_NSEI/SSMI,-0.06057078823390067,-0.0028964134388505826
eta_NSEI/STOXX50E,-0.05083876523720757,-0.026756555710729688
eta_RUT/SPX,0.03191585294870139,-0.034863086041617704
eta_RUT/SSEC,0.005577771440975806,-0.13235672641891721
eta_RUT/SSMI,0.06521225610534113,-0.04028556224241334
eta_RUT/STOXX50E,0.0994317614747629,-0.016609374861263987
eta_SPX/SSEC,0.00687651849995479,-0.09308757571379135
eta_SPX/SSMI,0.06741872431703334,0.05002650980295723
eta_SPX/STOXX50E,0.09393426784187085,0.015476629508589253
eta_SSEC/SSMI,-0.007581491471874915,0.20317492461214873
eta_SSEC/STOXX50E,-0.011137258327539824,0.07275767279452841
eta_SSMI/STOXX50E,0.021260104649390744,-0.027137111216598987
