par,val
rho_KS11/RUT,0.5346066351205794
rho_KS11/SPX,0.603622547910752
rho_KS11/SSEC,0.4045986347540021
rho_KS11/SSMI,0.5807125517133345
rho_KS11/STOXX50E,0.647214979720628
rho_KSE/MXX,0.13576317280236191
rho_KSE/N225,0.09068432402874192
rho_KSE/NSEI,0.09080442053307533
rho_KSE/RUT,0.10364894125036893
rho_KSE/SPX,0.15088155700845923
rho_KSE/SSEC,0.09980842765490615
rho_KSE/SSMI,0.09069701714197531
rho_KSE/STOXX50E,0.12704336655296283
rho_MXX/N225,0.47742700582331893
rho_MXX/NSEI,0.42703773866333283
rho_MXX/RUT,0.6191793945064349
rho_MXX/SPX,0.6949449385080717
rho_MXX/SSEC,0.23327523008021292
rho_MXX/SSMI,0.6389196746056454
rho_MXX/STOXX50E,0.6556923891939672
rho_N225/NSEI,0.4620897856596582
rho_N225/RUT,0.6263782381139789
rho_N225/SPX,0.696645602802422
rho_N225/SSEC,0.24248280270117534
rho_N225/SSMI,0.6911210821284641
rho_N225/STOXX50E,0.7043848430438285
rho_NSEI/RUT,0.4941838079022159
rho_NSEI/SPX,0.5248632484560214
rho_NSEI/SSEC,0.1631949540881815
rho_NSEI/SSMI,0.5215924790776425
rho_NSEI/STOXX50E,0.48716496907861717
rho_RUT/SPX,0.885824187186287
rho_RUT/SSEC,0.2589595598870836
rho_RUT/SSMI,0.779388116546806
rho_RUT/STOXX50E,0.7995270974280145
rho_SPX/SSEC,0.2910791644196333
rho_SPX/SSMI,0.8901008820381296
rho_SPX/STOXX50E,0.8860063011524735
rho_SSEC/SSMI,0.32322338313863
rho_SSEC/STOXX50E,0.36336899197978556
rho_SSMI/STOXX50E,0.9636436971608933
eta_AEX/AORD,2.76247977141297e-4
eta_AEX/BFX,-0.009221173932496097
eta_AEX/BSESN,-0.01992101854269691
eta_AEX/BVSP,-0.017711502180487265
eta_AEX/DJI,-5.28192016093648e-4
eta_AEX/FCHI,-0.01257519971083901
eta_AEX/FTSE,-0.024614111064616636
eta_AEX/GDAXI,-0.01679097407027872
eta_AEX/HSI,-0.031257144104737684
eta_AEX/IBEX,-0.017025871604160872
eta_AEX/IXIC,-0.014692645637043263
eta_AEX/KS11,-0.05692507998360942
eta_AEX/KSE,-0.029289170796346964
eta_AEX/MXX,-0.04558411691746558
eta_AEX/N225,0.036655762134983144
eta_AEX/NSEI,0.047809044517963355
eta_AEX/RUT,0.02531287206169844
eta_AEX/SPX,-0.0029851917372037988
eta_AEX/SSEC,-0.07063016218749106
eta_AEX/SSMI,-0.019164989527832015
eta_AEX/STOXX50E,0.0014935325484327683
eta_AORD/BFX,-0.007987677816993327
eta_AORD/BSESN,-0.05207186443552366
eta_AORD/BVSP,-0.041015621157862156
eta_AORD/DJI,-0.02438409988411427
eta_AORD/FCHI,-0.010221149697484281
eta_AORD/FTSE,-0.01985041513201781
eta_AORD/GDAXI,-0.02030161909080321
eta_AORD/HSI,-0.019989945799501644
eta_AORD/IBEX,-0.008121488970178357
eta_AORD/IXIC,-0.02602851579267857
eta_AORD/KS11,-0.061463691960847486
eta_AORD/KSE,-0.02487513709494818
eta_AORD/MXX,-0.06411671528297357
eta_AORD/N225,0.02154719158102611
eta_AORD/NSEI,-0.008095995091374215
eta_AORD/RUT,0.0019912524278231456
eta_AORD/SPX,-0.023876058906196977
